,0,1,2,3,4,5
1,Note Alimento: codice non presente nelle tabelle INN 1989. Sinonimo: pane secco.,,,,,
2,"Categoria merceologica: 9002 - pane, pane biscottato, pizza, focaccia, pasta per pane e pizza",,,,,
3,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
4,Contenuti in 100 g / unità,,,,,
5,COMPONENTI PRINCIPALI,,,,,
6,"Parte edibile, %",100,03,4031,,
7,"Energia, ricalcolata, kJ",1508,86,,,
8,"Energia, Ric con fibra, kJ",1535,86,,,
9,"Energia, ricalcolata, kcal",354,86,,,
10,"Energia, Ric con fibra, kcal",361,86,,,
11,"Proteine totali, g",116,03,4031,,
12,"Proteine animali, g",00,03,4031,,
13,"Proteine vegetali, g",116,03,4031,,
14,"Lipidi totali, g",19,03,4031,,
15,"Lipidi animali, g",00,03,4031,,
16,"Lipidi vegetali, g",19,03,4031,,
17,"Colesterolo, mg",0,03,4031,,
18,"Carboidrati disponibili (MSE), g",775,03,4031,,
19,"Amido (MSE), g",749,03,4031,,
20,"Carboidrati solubili (MSE), g",26,03,4031,,
21,"Fibra alimentare totale, g",34,03,4031,,
22,"Alcol, g",00,03,4031,,
23,"Acqua, g",100,03,4031,,
24,MINERALI ed ELEMENTI IN TRACCIA,,,,,
25,"Ferro, mg",28,03,4031,,
26,"Calcio, mg",130,03,4031,,
27,"Sodio, mg",760,03,4031,,
28,"Potassio, mg",150,03,4031,,
29,"Fosforo, mg",120,03,4031,,
30,"Zinco, mg",090,03,4031,,
31,VITAMINE IDROSOLUBILI,,,,,
32,"Vitamina B1, Tiamina, mg",020,03,4031,,
33,"Vitamina B2, Riboflavina, mg",004,03,4031,,
34,"Vitamina C, mg",0,03,4031,,
35,"Niacina, mg",210,03,4031,,
36,"Vitamina B6, mg",008,07,68,,"per i nutrienti 07/68 non RIPR acqua=9.7g, lip=1.9g"
37,"Folati totali, µg",25,07,68,,
38,VITAMINE LIPOSOLUBILI,,,,,
39,Retinolo equivalente,,,,,
40,"Retinolo eq. (RE), µg",0,03,4031,,
41,"Retinolo, µg",0,03,4031,,
42,"ß-carotene eq., µg",0,03,4031,,
43,"Vitamina E (ATE), mg",tr,07,68,,
44,"Vitamina D, µg",000,07,68,,
45,ACIDI GRASSI,,,,,
46,"Acidi grassi saturi totali, g",044,02,APP,,RIPR riferito a Frumento lip=1.0g saturi=0.23g 18:1=0.11g mono=0.11g 18:2=0.58g 18:3=0.03g altri PUFA=0 PUFA=0.61g
47,"Acidi grassi monoinsaturi totali, g",021,02,APP,,
48,"Acido oleico, g",021,02,APP,,
49,"Acidi grassi polinsaturi totali, g",116,02,APP,,
50,"Acido linoleico, g",110,02,APP,,
51,"Acido linolenico, g",006,02,APP,,
52,"Altri acidi grassi polinsaturi, g",000,86,,,
