,0,1,2,3,4,5
1,"Categoria merceologica: 15006 - torte, preparati e basi per torte",,,,,
2,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
3,Contenuti in 100 g / unità,,,,,
4,COMPONENTI PRINCIPALI,,,,,
5,"Parte edibile, %",100,03,8018,,
6,"Energia, ricalcolata, kJ",1320,86,,,
7,"Energia, Ric con fibra, kJ",1348,86,,,
8,"Energia, ricalcolata, kcal",315,86,,,
9,"Energia, Ric con fibra, kcal",322,86,,,
10,"Proteine totali, g",4.9,03,8018,,
11,"Proteine animali, g",2.7,89,,,per la ricetta vedi nota vit B1
12,"Proteine vegetali, g",2.2,89,,,
13,"Lipidi totali, g",17.5,03,8018,,
14,"Lipidi animali, g",5.9,89,,,
15,"Lipidi vegetali, g",11.6,89,,,
16,"Colesterolo, mg",58,28,18101,,
17,"Carboidrati disponibili (MSE), g",36.8,03,8018,,
18,"Amido (MSE), g",9.2,03,8018,,
19,"Carboidrati solubili (MSE), g",27.6,03,8018,,
20,"Fibra alimentare totale, g",3.6,03,8018,,
21,"Alcol, g",0.0,89,,,in tabella riportato alcol = 8.8g/100g
22,"Acqua, g",28.0,03,8018,,
23,MINERALI ed ELEMENTI IN TRACCIA,,,,,
24,"Ferro, mg",2.0,03,8018,,
25,"Calcio, mg",29,03,8018,,
26,"Sodio, mg",103,03,8018,,
27,"Potassio, mg",199,03,8018,,
28,"Fosforo, mg",125,03,8018,,
29,"Zinco, mg",0.90,03,8018,,
30,VITAMINE IDROSOLUBILI,,,,,
31,"Vitamina B1, Tiamina, mg",0.14,28,18101,,"per i nutrienti 28/18101 ALIMENTO SIMILE Cake, chocolate, prepared from recipe without frosting acqua=24.4g, lip=15.1g, prot=5.3g la stessa ricetta (leggermente modificata: 1.32g di lievito e aromi sono stati aggiunti al solo cioccolato) e' stata usata per stimare i nutrienti cod 89. Con il cod 28/18101 invece sono riportati i valori presi direttamente dalla pubblicazione zucchero 31.32g, farina 0 17.13g, uovo 11.74g, latte intero 23.88g, cioccolato 7.9g, margarina 8.02g"
32,"Vitamina B2, Riboflavina, mg",0.21,28,18101,,
33,"Vitamina C, mg",tr,28,18101,,
34,"Niacina, mg",1.10,28,18101,,
35,"Vitamina B6, mg",0.04,28,18101,,
36,"Folati totali, µg",10,28,18101,,
37,VITAMINE LIPOSOLUBILI,,,,,
38,Retinolo equivalente,,,,,
39,"Retinolo eq. (RE), µg",40,28,18101,,
40,"Retinolo, µg",38,89,,,"suddivisione del RE in R e C come da ricetta RE=45mcg, R=43mcg, C=17mcg"
41,"ß-carotene eq., µg",15,89,,,
42,"Vitamina E (ATE), mg",1.59,28,18101,,
43,"Vitamina D, µg",0.23,89,,,
44,ACIDI GRASSI,,,,,
45,"Acidi grassi saturi totali, g",6.97,89,,,RIPR lip=12.00g saturi=4.78g 18:1=4.22g mono=4.71g 18:2=1.67g 18:3=0.13g altri PUFA=0.01g PUFA=1.81g
46,"Acidi grassi monoinsaturi totali, g",6.87,89,,,
47,"Acido oleico, g",6.15,89,,,
48,"Acidi grassi polinsaturi totali, g",2.64,89,,,
49,"Acido linoleico, g",2.44,89,,,
50,"Acido linolenico, g",0.19,89,,,
51,"Altri acidi grassi polinsaturi, g",0.01,86,,,
