,0,1,2,3,4,5
1,Note Alimento: Agnello: maschio e femmina di eta' inferiore a 12 mesi. Montone: maschio di eta' superiore a 12 mesi.,,,,,
2,"Categoria merceologica: 10080 - carne di ovino (pecora, agnello, capra)",,,,,
3,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
4,Contenuti in 100 g / unità,,,,,
5,COMPONENTI PRINCIPALI,,,,,
6,"Parte edibile, %",100,03,2202,,
7,"Energia, ricalcolata, kJ",510,86,,,
8,"Energia, Ric con fibra, kJ",510,86,,,
9,"Energia, ricalcolata, kcal",121,86,,,
10,"Energia, Ric con fibra, kcal",121,86,,,
11,"Proteine totali, g",200,03,2202,,
12,"Proteine animali, g",200,03,2202,,
13,"Proteine vegetali, g",00,03,2202,,
14,"Lipidi totali, g",46,03,2202,,
15,"Lipidi animali, g",46,03,2202,,
16,"Lipidi vegetali, g",00,03,2202,,
17,"Colesterolo, mg",71,03,2202,,
18,"Carboidrati disponibili (MSE), g",00,03,2202,,
19,"Amido (MSE), g",00,03,2202,,
20,"Carboidrati solubili (MSE), g",00,03,2202,,
21,"Fibra alimentare totale, g",00,03,2202,,
22,"Alcol, g",00,03,2202,,
23,"Acqua, g",730,03,2202,,
24,MINERALI ed ELEMENTI IN TRACCIA,,,,,
25,"Ferro, mg",20,03,2202,,
26,"Calcio, mg",10,03,2202,,
27,"Sodio, mg",100,03,2202,,
28,"Potassio, mg",350,03,2202,,
29,"Fosforo, mg",196,03,2202,,
30,"Zinco, mg",310,AA,104010,2,Agnello (senza composizione)
31,"Magnesio, mg",20,AA,104010,2,
32,"Rame, mg",017,AA,104010,2,
33,"Selenio, µg",180,AA,104010,2,
34,"Cloro, mg",74,T,96,2,"""Lamb, average, trimmed lean, raw"" acqua=70.6g, prot=20.2g, lip=8.3g."
35,"Iodio, µg",6,T,96,2,
36,"Manganese, mg",001,T,96,2,
37,"Zolfo, mg",210,Y,6400,2,"""Lamb, leg"" acqua 73, prot 19,8, lip 5,9"
38,VITAMINE IDROSOLUBILI,,,,,
39,"Vitamina B1, Tiamina, mg",010,03,2202,,
40,"Vitamina B2, Riboflavina, mg",020,03,2202,,
41,"Vitamina C, mg",0,T,96,2,
42,"Niacina, mg",490,03,2202,,
43,"Vitamina B6, mg",030,T,96,2,
44,"Folati totali, µg",6,T,96,2,
45,"Acido pantotenico, mg",092,T,96,2,
46,"Biotina, µg",20,T,96,2,
47,"Vitamina B12, µg",20,T,96,2,
48,VITAMINE LIPOSOLUBILI,,,,,
49,Retinolo equivalente,,,,,
50,"Retinolo eq. (RE), µg",6,T,96,3B,
51,"Retinolo, µg",6,T,96,2,
52,"ß-carotene eq., µg",tr,T,96,2,
53,"Vitamina E (ATE), mg",009,T,96,2,
54,"Vitamina D, µg",040,T,96,2,
55,ACIDI GRASSI,,,,,
56,"Acidi grassi saturi totali, g",224,AO,104020,3A,"Agnello, crudo lip 8.8AcGrSaturiTot4.28, SommaAcButirrico,caproico,caprilico,caprico0.01, AcLaurico0.01, AcMiristico0.44, AcPalmitico1.99, AcStearico1.72, AcArachidico0, AcBeenico0, AcGrMonoinsaturiTot3.33, AcMiristoleico0, AcPalmitoleico0.11, AcOleico3.14, AcEicosenoico0, AcErucico0, AcGrPolinstauriTot0.42, AcLinoleico0.21, AcLinolenico0.21, AcArachidonico0, AcEicosapentaenoico(EPA)0, AcDecosaesaenoico(DHA)0, AltriAcGrPolinsaturi-3"
57,"Somma degli acidi butirrico, caproico, caprilico e caprico, g",001,AO,104020,3A,
58,"Acido laurico, g",001,AO,104020,3A,
59,"Acido miristico, g",023,AO,104020,3A,
60,"Acido palmitico, g",104,AO,104020,3A,
61,"Acido stearico, g",090,AO,104020,3A,
62,"Acido arachidico, g",000,AO,104020,3A,
63,"Acido beenico, g",000,AO,104020,3A,
64,"Acidi grassi monoinsaturi totali, g",174,AO,104020,3A,
65,"Acido miristoleico, g",000,AO,104020,3A,
66,"Acido palmitoleico, g",006,AO,104020,3A,
67,"Acido oleico, g",164,AO,104020,3A,
68,"Acidi eicosenoico, g",000,AO,104020,3A,
69,"Acido erucico, g",000,AO,104020,3A,
70,"Acidi grassi polinsaturi totali, g",022,AO,104020,3A,
71,"Acido linoleico, g",011,AO,104020,3A,
72,"Acido linolenico, g",011,AO,104020,3A,
73,"Acido arachidonico, g",000,AO,104020,3A,
74,"Acido eicosapentaenoico (EPA), g",000,AO,104020,3A,
75,"Acido decosaesaenoico (DHA), g",000,AO,104020,3A,
76,"Altri acidi grassi polinsaturi, g",000,86,,,
77,AMINOACIDI,,,,,
78,"Triptofano, mg",254,AO,104020,3A,"""Agnello, crudo"" prot 20"
79,"Treonina, mg",938,AO,104020,,
80,"Isoleucina, mg",1038,AO,104020,,
81,"Leucina, mg",1532,AO,104020,,
82,"Lisina, mg",1622,AO,104020,,
83,"Metionina, mg",478,AO,104020,,
84,"Cistina, mg",260,AO,104020,,
85,"Fenilalanina, mg",794,AO,104020,,
86,"Tirosina, mg",654,AO,104020,,
87,"Valina, mg",1000,AO,104020,,
88,"Arginina, mg",1346,AO,104020,,
89,"Istidina, mg",542,AO,104020,,
90,"Alanina, mg",1280,AO,104020,,
91,"Acido aspartico, mg",1686,AO,104020,,
92,"Acido glutammico, mg",2770,AO,104020,,
93,"Glicina, mg",1200,AO,104020,,
94,"Prolina, mg",998,AO,104020,,
95,"Serina, mg",846,AO,104020,,
96,ZUCCHERI,,,,,
97,"Glucosio, g",00,03,2202,,
98,"Fruttosio, g",00,03,2202,,
99,"Galattosio, g",00,03,2202,,
100,"Saccarosio (MSE), g",00,03,2202,,
101,"Maltosio (MSE), g",00,03,2202,,
102,"Lattosio (MSE), g",00,03,2202,,
