,0,1,2,3,4,5
1,Note Alimento: Maschio o femmina della pecora di eta' inferiore ai 12 mesi. Quando ha un mese di vita viene denominato agnello da latte o abbacchio.,,,,,
2,"Categoria merceologica: 10080 - carne di ovino (pecora, agnello, capra)",,,,,
3,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
4,Contenuti in 100 g / unità,,,,,
5,COMPONENTI PRINCIPALI,,,,,
6,"Parte edibile, %",100,AO,104020,,
7,"Energia, ricalcolata, kJ",666,86,,,
8,"Energia, Ric con fibra, kJ",666,86,,,
9,"Energia, ricalcolata, kcal",159,86,,,
10,"Energia, Ric con fibra, kcal",159,86,,,
11,"Proteine totali, g",20.0,AO,104020,,
12,"Proteine animali, g",20.0,AO,104020,,
13,"Proteine vegetali, g",0.0,AO,104020,,
14,"Lipidi totali, g",8.8,H,,,
15,"Lipidi animali, g",8.8,H,,,
16,"Lipidi vegetali, g",0.0,H,,,
17,"Colesterolo, mg",70,AO,104020,,
18,"Carboidrati disponibili (MSE), g",0.0,H,,,
19,"Amido (MSE), g",0.0,H,,,
20,"Carboidrati solubili (MSE), g",0.0,H,,,
21,"Fibra alimentare totale, g",0.0,H,,,
22,"Alcol, g",0.0,H,,,
23,"Acqua, g",70.1,H,,,
24,MINERALI ed ELEMENTI IN TRACCIA,,,,,
25,"Ferro, mg",1.7,AO,104020,,
26,"Calcio, mg",10,AO,104020,,
27,"Sodio, mg",88,H,,,
28,"Potassio, mg",350,H,,,
29,"Fosforo, mg",190,H,,,
30,"Zinco, mg",3.13,AO,104020,,
31,"Magnesio, mg",20,AO,104020,,
32,"Rame, mg",0.17,AO,104020,,
33,"Selenio, µg",18.0,AO,104020,,
34,"Cloro, mg",74,T,96,2,"""Lamb, average, trimmed lean, raw"" acqua=70.6g, prot=20.2g, lip=8.3g"
35,"Iodio, µg",6,T,96,2,
36,"Manganese, mg",0.01,T,96,2,
37,"Zolfo, mg",210,Y,6400,2,"""Lamb, leg"" acqua 73, prot 19,8, lip 5,9"
38,VITAMINE IDROSOLUBILI,,,,,
39,"Vitamina B1, Tiamina, mg",0.15,AO,104020,,
40,"Vitamina B2, Riboflavina, mg",0.28,H,,,
41,"Vitamina C, mg",0,H,,,
42,"Niacina, mg",6.00,H,,,
43,"Vitamina B6, mg",0.30,T,96,2,
44,"Folati totali, µg",6,T,96,2,
45,"Acido pantotenico, mg",0.92,T,96,2,
46,"Biotina, µg",2.0,T,96,2,
47,"Vitamina B12, µg",2.0,T,96,2,
48,VITAMINE LIPOSOLUBILI,,,,,
49,Retinolo equivalente,,,,,
50,"Retinolo eq. (RE), µg",tr,H,,,
51,"Retinolo, µg",tr,H,,,
52,"ß-carotene eq., µg",0,H,,,
53,"Vitamina E (ATE), mg",0.09,T,96,2,
54,"Vitamina D, µg",0.40,T,96,2,
55,ACIDI GRASSI,,,,,
56,"Acidi grassi saturi totali, g",4.28,AO,104020,,
57,"Somma degli acidi butirrico, caproico, caprilico e caprico, g",0.00,AO,104020,,
58,"Acido laurico, g",0.00,AO,104020,,
59,"Acido miristico, g",0.44,AO,104020,,
60,"Acido palmitico, g",1.99,AO,104020,,
61,"Acido stearico, g",1.72,AO,104020,,
62,"Acido arachidico, g",0.00,AO,104020,,
63,"Acido beenico, g",0.00,AO,104020,,
64,"Acidi grassi monoinsaturi totali, g",3.33,AO,104020,,
65,"Acido miristoleico, g",0.00,AO,104020,,
66,"Acido palmitoleico, g",0.11,AO,104020,,
67,"Acido oleico, g",3.14,AO,104020,,
68,"Acidi eicosenoico, g",0.00,AO,104020,,
69,"Acido erucico, g",0.00,AO,104020,,
70,"Acidi grassi polinsaturi totali, g",0.42,AO,104020,,
71,"Acido linoleico, g",0.21,AO,104020,,
72,"Acido linolenico, g",0.21,AO,104020,,
73,"Acido arachidonico, g",0.00,AO,104020,,
74,"Acido eicosapentaenoico (EPA), g",0.00,AO,104020,,
75,"Acido decosaesaenoico (DHA), g",0.00,AO,104020,,
76,"Altri acidi grassi polinsaturi, g",0.00,86,,,
77,AMINOACIDI,,,,,
78,"Triptofano, mg",254,AO,104020,,
79,"Treonina, mg",938,AO,104020,,
80,"Isoleucina, mg",1038,AO,104020,,
81,"Leucina, mg",1532,AO,104020,,
82,"Lisina, mg",1622,AO,104020,,
83,"Metionina, mg",478,AO,104020,,
84,"Cistina, mg",260,AO,104020,,
85,"Fenilalanina, mg",796,AO,104020,,
86,"Tirosina, mg",654,AO,104020,,
87,"Valina, mg",1000,AO,104020,,
88,"Arginina, mg",1346,AO,104020,,
89,"Istidina, mg",542,AO,104020,,
90,"Alanina, mg",1280,AO,104020,,
91,"Acido aspartico, mg",1686,AO,104020,,
92,"Acido glutammico, mg",2770,AO,104020,,
93,"Glicina, mg",1200,AO,104020,,
94,"Prolina, mg",998,AO,104020,,
95,"Serina, mg",846,AO,104020,,
96,ZUCCHERI,,,,,
97,"Glucosio, g",0.0,H,,,
98,"Fruttosio, g",0.0,H,,,
99,"Galattosio, g",0.0,H,,,
100,"Saccarosio (MSE), g",0.0,H,,,
101,"Maltosio (MSE), g",0.0,H,,,
102,"Lattosio (MSE), g",0.0,H,,,
