,0,1,2,3,4,5
1,Categoria merceologica: 24012 - salse a base di maionese,,,,,
2,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
3,Contenuti in 100 g / unità,,,,,
4,COMPONENTI PRINCIPALI,,,,,
5,"Parte edibile, %",100,02,,,
6,"Energia, ricalcolata, kJ",2697,86,,,
7,"Energia, Ric con fibra, kJ",2697,86,,,
8,"Energia, ricalcolata, kcal",655,86,,,
9,"Energia, Ric con fibra, kcal",655,86,,,
10,"Proteine totali, g",4.2,02,,,
11,"Proteine animali, g",4.2,89,,,"per i nutrienti fonte 89 STIMA da ricetta (da Il Cucchiaio d'Argento), con indicazioni per quanto riguarda il tipo di olio provenienti da etichette in commercio olio di girasole 156g, succo di limone 10g, sale 2.5g, tuorlo 36g (acqua=15.1g) RIPR prot tot=2.68g: prot anim=2.68g, prot veg=0 lip tot=76.43g; lip anim=5.25g, lip veg=71.18g."
12,"Proteine vegetali, g",0.0,89,,,
13,"Lipidi totali, g",70.0,02,,,
14,"Lipidi animali, g",4.8,89,,,
15,"Lipidi vegetali, g",65.2,89,,,
16,"Colesterolo, mg",70,02,APP,,
17,"Carboidrati disponibili (MSE), g",2.2,02,,,
18,"Amido (MSE), g",0.0,02,3004,,
19,"Carboidrati solubili (MSE), g",2.2,02,,,
20,"Fibra alimentare totale, g",0.0,02,3004,,
21,"Alcol, g",0.0,02,3004,,
22,"Acqua, g",15.1,02,,,
23,MINERALI ed ELEMENTI IN TRACCIA,,,,,
24,"Ferro, mg",0.5,02,,,
25,"Calcio, mg",18,02,,,
26,"Sodio, mg",450,M,316,,"per i nutrienti M/316 ALIMENTO SIMILE Mayonnaise acqua=18g, prot=1.1g, lip=75.6g, GD=1.7g in etichetta COOP: Na=430mg in 03/420 (Maionese): Na=8mg"
27,"Potassio, mg",16,M,316,,
28,"Fosforo, mg",28,02,,,
29,"Zinco, mg",0.50,03,420,,non RIPR acqua=11g
30,VITAMINE IDROSOLUBILI,,,,,
31,"Vitamina B1, Tiamina, mg",0.02,02,,,
32,"Vitamina B2, Riboflavina, mg",0.04,02,,,
33,"Vitamina C, mg",tr,M,316,,
34,"Niacina, mg",tr,M,316,,
35,"Vitamina B6, mg",0.01,M,316,,
36,"Folati totali, µg",4,M,316,,
37,VITAMINE LIPOSOLUBILI,,,,,
38,Retinolo equivalente,,,,,
39,"Retinolo eq. (RE), µg",103,M,316,,CALC
40,"Retinolo, µg",86,M,316,,
41,"ß-carotene eq., µg",100,M,316,,
42,"Vitamina E (ATE), mg",18.99,M,316,,in etichetta COOP vit E=20.7mg
43,"Vitamina D, µg",0.30,M,316,,
44,ACIDI GRASSI,,,,,
45,"Acidi grassi saturi totali, g",8.82,89,,,RIPR lip=76.43g saturi=9.63g 18:1=25.35g mono=25.88g 18:2=36.11g 18:3=0.26g altri PUFA=0.04g PUFA=36.41g
46,"Acidi grassi monoinsaturi totali, g",23.70,89,,,
47,"Acido oleico, g",23.22,89,,,
48,"Acidi grassi polinsaturi totali, g",33.35,89,,,
49,"Acido linoleico, g",33.07,89,,,
50,"Acido linolenico, g",0.24,89,,,
51,"Altri acidi grassi polinsaturi, g",0.04,86,,,
