,0,1,2,3,4,5
1,Note Alimento: sinonimo: ventresca,,,,,
2,Categoria merceologica: 10003 - insaccati e salumi,,,,,
3,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
4,Contenuti in 100 g / unità,,,,,
5,COMPONENTI PRINCIPALI,,,,,
6,"Parte edibile, %",100,H,,,
7,"Energia, ricalcolata, kJ",1305,86,,,
8,"Energia, Ric con fibra, kJ",1305,86,,,
9,"Energia, ricalcolata, kcal",314,86,,,
10,"Energia, Ric con fibra, kcal",314,86,,,
11,"Proteine totali, g",21.7,H,,,
12,"Proteine animali, g",21.7,H,,,
13,"Proteine vegetali, g",0.0,H,,,
14,"Lipidi totali, g",25.3,H,,,
15,"Lipidi animali, g",25.3,H,,,
16,"Lipidi vegetali, g",0.0,H,,,
17,"Colesterolo, mg",65,H,,,
18,"Carboidrati disponibili (MSE), g",0.0,H,,,
19,"Amido (MSE), g",0.0,H,,,
20,"Carboidrati solubili (MSE), g",0.0,H,,,
21,"Fibra alimentare totale, g",0.0,H,,,
22,"Alcol, g",0.0,H,,,
23,"Acqua, g",47.8,H,,,
24,MINERALI ed ELEMENTI IN TRACCIA,,,,,
25,"Ferro, mg",0.9,AA,110300,,
26,"Calcio, mg",10,AA,110300,,
27,"Sodio, mg",1686,AA,110300,,
28,"Potassio, mg",322,AA,110300,,
29,"Fosforo, mg",140,K,16,2,"""Bacon streaky"" acqua 57.3g, lip 23.6g, prot 15.8g"
30,"Zinco, mg",2.30,AA,110300,,
31,"Magnesio, mg",21,AA,110300,,
32,"Rame, mg",0.11,AA,110300,,
33,"Selenio, µg",7.0,K,16,2,
34,"Cloro, mg",1500,K,16,2,
35,"Iodio, µg",7,K,16,2,
36,"Manganese, mg",0.01,K,16,2,
37,"Zolfo, mg",150,Y,6071,2,"""Bacon smoked"" acqua 55, prot 13, lip 27,3"
38,VITAMINE IDROSOLUBILI,,,,,
39,"Vitamina B1, Tiamina, mg",0.16,AA,110310,2,"""Pancetta tesa"" acqua 45,3, prot 20,9, lip 28,1"
40,"Vitamina B2, Riboflavina, mg",0.13,AA,110310,2,
41,"Vitamina C, mg",0,H,,,
42,"Niacina, mg",4.70,K,16,2,
43,"Vitamina B6, mg",0.30,K,16,2,
44,"Folati totali, µg",3,K,16,2,
45,"Acido pantotenico, mg",0.92,K,16,2,
46,"Biotina, µg",2.0,K,16,2,
47,"Vitamina B12, µg",1.0,K,16,2,
48,VITAMINE LIPOSOLUBILI,,,,,
49,Retinolo equivalente,,,,,
50,"Retinolo eq. (RE), µg",0,AO,110300,,
51,"Retinolo, µg",0,AO,110300,,
52,"ß-carotene eq., µg",0,AO,110300,,
53,"Vitamina E (ATE), mg",0.07,K,16,2,
54,"Vitamina D, µg",0.90,K,16,2,
55,ACIDI GRASSI,,,,,
56,"Acidi grassi saturi totali, g",9.28,H,APP,,EC per tutti gli acidi grassi fonte H
57,"Somma degli acidi butirrico, caproico, caprilico e caprico, g",0.00,AA,110300,,
58,"Acido laurico, g",0.00,AA,110300,,
59,"Acido miristico, g",0.42,AA,110300,,
60,"Acido palmitico, g",5.67,AA,110300,,
61,"Acido stearico, g",3.08,AA,110300,,
62,"Acido arachidico, g",0.04,AA,110300,,
63,"Acido beenico, g",0.00,AA,110300,,
64,"Acidi grassi monoinsaturi totali, g",11.76,H,APP,,
65,"Acido miristoleico, g",0.00,AA,110300,,
66,"Acido palmitoleico, g",0.70,AA,110300,,
67,"Acido oleico, g",10.77,H,APP,,
68,"Acidi eicosenoico, g",0.21,AA,110300,,
69,"Acido erucico, g",0.00,AA,110300,,
70,"Acidi grassi polinsaturi totali, g",2.60,H,APP,,
71,"Acido linoleico, g",2.19,H,APP,,
72,"Acido linolenico, g",0.16,H,APP,,
73,"Acido arachidonico, g",0.11,AA,110300,,
74,"Acido eicosapentaenoico (EPA), g",0.00,AA,110300,,
75,"Acido decosaesaenoico (DHA), g",0.00,AA,110300,,
76,"Altri acidi grassi polinsaturi, g",0.14,86,,,
77,AMINOACIDI,,,,,
78,"Triptofano, mg",204,AA,110300,,
79,"Treonina, mg",959,AA,110300,,
80,"Isoleucina, mg",1131,AA,110300,,
81,"Leucina, mg",1829,AA,110300,,
82,"Lisina, mg",1949,AA,110300,,
83,"Metionina, mg",538,AA,110300,,
84,"Cistina, mg",243,AA,110300,,
85,"Fenilalanina, mg",898,AA,110300,,
86,"Tirosina, mg",768,AA,110300,,
87,"Valina, mg",1261,AA,110300,,
88,"Arginina, mg",1315,AA,110300,,
89,"Istidina, mg",857,AA,110300,,
90,"Alanina, mg",1385,AA,110300,,
91,"Acido aspartico, mg",2098,AA,110300,,
92,"Acido glutammico, mg",3164,AA,110300,,
93,"Glicina, mg",1172,AA,110300,,
94,"Prolina, mg",905,AA,110300,,
95,"Serina, mg",855,AA,110300,,
96,ZUCCHERI,,,,,
97,"Glucosio, g",0.0,H,,,
98,"Fruttosio, g",0.0,H,,,
99,"Galattosio, g",0.0,H,,,
100,"Saccarosio (MSE), g",0.0,H,,,
101,"Maltosio (MSE), g",0.0,H,,,
102,"Lattosio (MSE), g",0.0,H,,,
