,0,1,2,3,4,5
1,Note Alimento: Taglio posteriore,,,,,
2,Categoria merceologica: 10010 - carne di bovino adulto/manzo/vitellone,,,,,
3,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
4,Contenuti in 100 g / unità,,,,,
5,COMPONENTI PRINCIPALI,,,,,
6,"Parte edibile, %",100,AA,101190,,
7,"Energia, ricalcolata, kJ",563,86,,,
8,"Energia, Ric con fibra, kJ",563,86,,,
9,"Energia, ricalcolata, kcal",134,86,,,
10,"Energia, Ric con fibra, kcal",134,86,,,
11,"Proteine totali, g",21.8,AA,101190,,
12,"Proteine animali, g",21.8,AA,101190,,
13,"Proteine vegetali, g",0.0,AA,101190,,
14,"Lipidi totali, g",5.2,AA,101190,,
15,"Lipidi animali, g",5.2,AA,101190,,
16,"Lipidi vegetali, g",0.0,AA,101190,,
17,"Colesterolo, mg",60,AA,101130,5,"""Bovino adulto, tagli posteriori"" 52-68mg"
18,"Carboidrati disponibili (MSE), g",0.0,AA,101190,,
19,"Amido (MSE), g",0.0,AA,101190,,
20,"Carboidrati solubili (MSE), g",0.0,AA,101190,,
21,"Fibra alimentare totale, g",0.0,AA,101190,,
22,"Alcol, g",0.0,AA,101190,,
23,"Acqua, g",72.3,AA,101190,,
24,MINERALI ed ELEMENTI IN TRACCIA,,,,,
25,"Ferro, mg",1.4,AA,101190,,
26,"Calcio, mg",4,AA,101190,,
27,"Sodio, mg",44,AA,101190,,
28,"Potassio, mg",333,AA,101190,,
29,"Fosforo, mg",178,AA,101190,,
30,"Zinco, mg",4.00,AO,101190,,
31,"Magnesio, mg",18,AO,101190,,
32,"Rame, mg",0.06,AO,101190,,
33,"Selenio, µg",6.0,AO,101190,,
34,"Cloro, mg",49,T,64,2,"""Beef, sirloin steak raw lean"" acqua 71,5, prot 23,5, lip 4,5"
35,"Iodio, µg",11,T,64,2,
36,"Manganese, mg",tr,T,64,2,
37,"Zolfo, mg",190,Y,6310,2,"""Beef, outer fillet"" acqua 71, prot 21, lip 5"
38,VITAMINE IDROSOLUBILI,,,,,
39,"Vitamina B1, Tiamina, mg",0.10,AA,101190,,
40,"Vitamina B2, Riboflavina, mg",0.15,AA,101190,,
41,"Vitamina C, mg",0,AA,101190,,
42,"Niacina, mg",4.70,AA,101190,,
43,"Vitamina B6, mg",0.56,T,64,2,
44,"Folati totali, µg",16,T,64,2,
45,"Acido pantotenico, mg",0.80,T,64,2,
46,"Biotina, µg",1.0,T,64,2,
47,"Vitamina B12, µg",2.0,T,64,2,
48,VITAMINE LIPOSOLUBILI,,,,,
49,Retinolo equivalente,,,,,
50,"Retinolo eq. (RE), µg",tr,AA,101190,,
51,"Retinolo, µg",tr,AA,1011920,,
52,"ß-carotene eq., µg",0,AA,101190,,
53,"Vitamina E (ATE), mg",0.15,T,64,2,
54,"Vitamina D, µg",0.50,T,64,2,
55,ACIDI GRASSI,,,,,
56,"Acidi grassi saturi totali, g",1.73,AO,101190,,
57,"Somma degli acidi butirrico, caproico, caprilico e caprico, g",0.00,AO,101190,,
58,"Acido laurico, g",0.00,AO,101190,,
59,"Acido miristico, g",0.11,AO,101190,,
60,"Acido palmitico, g",0.90,AO,101190,,
61,"Acido stearico, g",0.63,AO,101190,,
62,"Acido arachidico, g",0.00,AO,101190,,
63,"Acido beenico, g",0.00,AO,101190,,
64,"Acidi grassi monoinsaturi totali, g",1.69,AO,101190,,
65,"Acido miristoleico, g",0.08,AO,101190,,
66,"Acido palmitoleico, g",0.13,AO,101190,,
67,"Acido oleico, g",1.31,AO,101190,,
68,"Acidi eicosenoico, g",0.00,AO,101190,,
69,"Acido erucico, g",0.12,AO,101190,,
70,"Acidi grassi polinsaturi totali, g",1.03,AO,101190,,
71,"Acido linoleico, g",0.49,AO,101190,,
72,"Acido linolenico, g",0.10,AO,101190,,
73,"Acido arachidonico, g",0.14,AO,101190,,
74,"Acido eicosapentaenoico (EPA), g",0.12,AO,101190,,
75,"Acido decosaesaenoico (DHA), g",0.06,AO,101190,,
76,"Altri acidi grassi polinsaturi, g",0.12,86,,,
77,AMINOACIDI,,,,,
78,"Triptofano, mg",244,AO,101190,,
79,"Treonina, mg",889,AO,101190,,
80,"Isoleucina, mg",942,AO,101190,,
81,"Leucina, mg",1875,AO,101190,,
82,"Lisina, mg",1984,AO,101190,,
83,"Metionina, mg",626,AO,101190,,
84,"Cistina, mg",238,AO,101190,,
85,"Fenilalanina, mg",889,AO,101190,,
86,"Tirosina, mg",772,AO,101190,,
87,"Valina, mg",1053,AO,101190,,
88,"Arginina, mg",1308,AO,101190,,
89,"Istidina, mg",841,AO,101190,,
90,"Alanina, mg",1341,AO,101190,,
91,"Acido aspartico, mg",2115,AO,101190,,
92,"Acido glutammico, mg",3717,AO,101190,,
93,"Glicina, mg",1083,AO,101190,,
94,"Prolina, mg",896,AO,101190,,
95,"Serina, mg",892,AO,101190,,
96,ZUCCHERI,,,,,
97,"Glucosio, g",0.0,AA,101190,,
98,"Fruttosio, g",0.0,AA,101190,,
99,"Galattosio, g",0.0,AA,101190,,
100,"Saccarosio (MSE), g",0.0,AA,101190,,
101,"Maltosio (MSE), g",0.0,AA,101190,,
102,"Lattosio (MSE), g",0.0,AA,101190,,
