,0,1,2,3,4,5
1,Categoria merceologica: 6001 - latte,,,,,
2,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
3,Contenuti in 100 g / unità,,,,,
4,COMPONENTI PRINCIPALI,,,,,
5,"Parte edibile, %",100,02,1604,,"""Latte di vacca scremato pastorizzato"""
6,"Energia, ricalcolata, kJ",154,86,,,
7,"Energia, Ric con fibra, kJ",154,86,,,
8,"Energia, ricalcolata, kcal",36,86,,,
9,"Energia, Ric con fibra, kcal",36,86,,,
10,"Proteine totali, g",37,02,1604,1,prot 3.6g +3%.
11,"Proteine animali, g",37,02,1604,1,prot 3.6g +3% Si tratta del latte scremato codice 02/1604 cui sono state applicate le percentuali di perdita o acquisto per alcuni nutrienti come si trovano in 08/1-4. Quando presenti le variazioni percentuali sono riportate in nota per ogni nutriente. I dati provenienti dalla Centrale del latte di Milano (febbraio 1997) confermano le variazioni relative ai macronutrienti
12,"Proteine vegetali, g",00,02,1604,2,
13,"Lipidi totali, g",02,02,1604,2,
14,"Lipidi animali, g",02,02,1604,2,
15,"Lipidi vegetali, g",00,02,1604,2,
16,"Colesterolo, mg",2,02,1604,2,
17,"Carboidrati disponibili (MSE), g",52,02,1604,1,GD 5.3g -2%
18,"Amido (MSE), g",00,02,1604,2,
19,"Carboidrati solubili (MSE), g",52,02,1604,1,GS 5.3g -2%
20,"Fibra alimentare totale, g",00,02,1604,2,
21,"Alcol, g",00,02,1604,2,
22,"Acqua, g",905,02,1604,2,
23,MINERALI ed ELEMENTI IN TRACCIA,,,,,
24,"Ferro, mg",02,02,1604,1,Fe 0.1mg +67%
25,"Calcio, mg",112,02,1604,1,Ca 122mg -8%
26,"Sodio, mg",49,02,1604,1,Na 52mg -6%
27,"Potassio, mg",150,02,1604,2,
28,"Fosforo, mg",92,02,1604,1,P 97mg -5%
29,"Zinco, mg",040,02,1604,2,
30,"Magnesio, mg",11,08,4,6,"""Skimmed milk UHT"" acqua 91,1,lip 0,1, prot 3.4, GD 4.9"
31,"Rame, mg",tr,08,4,6,
32,"Selenio, µg",10,08,4,6,
33,"Cloro, mg",100,08,4,6,
34,"Iodio, µg",15,08,4,6,
35,"Manganese, mg",tr,08,4,6,
36,"Zolfo, mg",31,08,4,6,
37,VITAMINE IDROSOLUBILI,,,,,
38,"Vitamina B1, Tiamina, mg",004,02,1604,2,
39,"Vitamina B2, Riboflavina, mg",018,02,1604,2,
40,"Vitamina C, mg",tr,02,1604,1,vit C 1mg circa 100% (da 1mg a tracce)
41,"Niacina, mg",010,02,1604,2,
42,"Vitamina B6, mg",005,08,4,6,
43,"Folati totali, µg",1,08,4,6,
44,"Acido pantotenico, mg",032,08,4,6,
45,"Biotina, µg",17,08,4,6,
46,"Vitamina B12, µg",02,08,4,6,
47,VITAMINE LIPOSOLUBILI,,,,,
48,Retinolo equivalente,,,,,
49,"Retinolo eq. (RE), µg",tr,02,1604,2,
50,"Retinolo, µg",tr,02,1604,2,
51,"ß-carotene eq., µg",tr,02,1604,2,
52,"Vitamina E (ATE), mg",tr,08,4,1,
53,"Vitamina D, µg",tr,08,4,1,
54,ACIDI GRASSI,,,,,
55,"Acidi grassi saturi totali, g",014,02,1604,,
56,"Somma degli acidi butirrico, caproico, caprilico e caprico, g",002,AA,135030,2,
57,"Acido laurico, g",003,AA,135030,2,
58,"Acido miristico, g",002,AA,135030,2,
59,"Acido palmitico, g",005,AA,135030,2,
60,"Acido stearico, g",002,AA,135030,2,
61,"Acido arachidico, g",000,AA,135030,2,
62,"Acido beenico, g",000,AA,135030,2,
63,"Acidi grassi monoinsaturi totali, g",005,02,1604,,
64,"Acido miristoleico, g",000,AA,135030,2,
65,"Acido palmitoleico, g",001,AA,135030,2,
66,"Acido oleico, g",004,02,1604,,
67,"Acidi eicosenoico, g",000,AA,135030,2,
68,"Acido erucico, g",000,AA,135030,2,
69,"Acidi grassi polinsaturi totali, g",001,02,1604,,
70,"Acido linoleico, g",001,02,1604,,
71,"Acido linolenico, g",tr,02,1604,,
72,"Acido arachidonico, g",000,AA,135030,2,
73,"Acido eicosapentaenoico (EPA), g",000,AA,135030,2,
74,"Acido decosaesaenoico (DHA), g",000,AA,135030,2,
75,"Altri acidi grassi polinsaturi, g",000,86,,,
76,AMINOACIDI,,,,,
77,"Triptofano, mg",56,AA,135010,3A,"""Latte di vacca intero"" prot. orig.3.3,trypto50, threon164, isoleu192, leucine355, lysine272, methion81, cystine37, phenilal176, tyrosine142, valine233, arginine105, histidine93, alanine119, aspart ac269, glutam ac771, glycine70, proline371, serine203"
78,"Treonina, mg",184,AA,135010,,
79,"Isoleucina, mg",215,AA,135010,,
80,"Leucina, mg",398,AA,135010,,
81,"Lisina, mg",305,AA,135010,,
82,"Metionina, mg",91,AA,135010,,
83,"Cistina, mg",41,AA,135010,,
84,"Fenilalanina, mg",197,AA,135010,,
85,"Tirosina, mg",159,AA,135010,,
86,"Valina, mg",261,AA,135010,,
87,"Arginina, mg",118,AA,135010,,
88,"Istidina, mg",104,AA,135010,,
89,"Alanina, mg",133,AA,135010,,
90,"Acido aspartico, mg",302,AA,135010,,
91,"Acido glutammico, mg",864,AA,135010,,
92,"Glicina, mg",78,AA,135010,,
93,"Prolina, mg",416,AA,135010,,
94,"Serina, mg",228,AA,135010,,
95,ZUCCHERI,,,,,
96,"Glucosio, g",00,08,4,3B,
97,"Fruttosio, g",00,08,4,3B,
98,"Galattosio, g",00,08,4,3B,
99,"Saccarosio (MSE), g",00,08,4,3B,
100,"Maltosio (MSE), g",00,08,4,3B,
101,"Lattosio (MSE), g",52,08,4,3B,Latt=4.9g
