,0,1,2,3,4,5
1,"Note Alimento: Formaggio italiano, a pasta tenera, prodotto con latte vaccino.",,,,,
2,Categoria merceologica: 7001 - formaggi e latticini,,,,,
3,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
4,Contenuti in 100 g / unità,,,,,
5,COMPONENTI PRINCIPALI,,,,,
6,"Parte edibile, %",100,AO,160850,,
7,"Energia, ricalcolata, kJ",1347,86,,,
8,"Energia, Ric con fibra, kJ",1346,86,,,
9,"Energia, ricalcolata, kcal",324,86,,,
10,"Energia, Ric con fibra, kcal",324,86,,,
11,"Proteine totali, g",21.1,AO,160850,,
12,"Proteine animali, g",21.1,AO,160850,,
13,"Proteine vegetali, g",0.0,AO,160850,,
14,"Lipidi totali, g",25.4,AO,160850,,
15,"Lipidi animali, g",25.4,AO,160850,,
16,"Lipidi vegetali, g",0.0,AO,160850,,
17,"Colesterolo, mg",71,AO,160850,,
18,"Carboidrati disponibili (MSE), g",3.0,AO,160850,,
19,"Amido (MSE), g",0.0,AO,160850,,
20,"Carboidrati solubili (MSE), g",3.0,AO,160850,,
21,"Fibra alimentare totale, g",0.0,AO,160850,,
22,"Alcol, g",0.0,AO,160850,,
23,"Acqua, g",46.0,AO,160850,,
24,MINERALI ed ELEMENTI IN TRACCIA,,,,,
25,"Ferro, mg",0.6,AO,160840,2,"""Caciotta toscana"" acqua 42,8, prot 24,6, lip 29,6"
26,"Calcio, mg",531,AO,160840,2,
27,"Sodio, mg",514,AO,160840,2,
28,"Potassio, mg",145,AO,160840,2,
29,"Fosforo, mg",496,AN,01035,2,"""Provolone"" acqua 40,95, prot 25,58, lip 26,62"
30,"Zinco, mg",37.00,AO,160820,2,"""Caciotta mista"" acqua 39,5, prot 24,5, lip 31"
31,"Magnesio, mg",30,AO,160820,2,
32,"Rame, mg",0.03,AN,01035,2,
33,"Selenio, µg",8.0,AO,160820,2,
34,"Cloro, mg",990,08,170,2,"""Mozzarella"" acqua 49,8, prot 25.1, lip 21, GD Tr."
35,"Iodio, µg",4,08,174,2,"""Quark"" acqua 80,4, prot 14,6, lip Tr"
36,"Manganese, mg",0.01,AN,01035,2,
37,"Zolfo, mg",110,08,174,2,
38,VITAMINE IDROSOLUBILI,,,,,
39,"Vitamina B1, Tiamina, mg",0.02,AN,01035,2,
40,"Vitamina B2, Riboflavina, mg",0.32,AN,01035,2,
41,"Vitamina C, mg",tr,AO,160850,,
42,"Niacina, mg",0.16,AN,01035,2,
