,0,1,2,3,4,5
1,Categoria merceologica: 2003 - verdura a radice,,,,,
2,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
3,Contenuti in 100 g / unità,,,,,
4,COMPONENTI PRINCIPALI,,,,,
5,"Parte edibile, %",99,02,342,,
6,"Energia, ricalcolata, kJ",46,86,,,
7,"Energia, Ric con fibra, kJ",56,86,,,
8,"Energia, ricalcolata, kcal",11,86,,,
9,"Energia, Ric con fibra, kcal",13,86,,,
10,"Proteine totali, g",0.8,02,342,,
11,"Proteine animali, g",0.0,02,342,,
12,"Proteine vegetali, g",0.8,02,342,,
13,"Lipidi totali, g",0.1,02,342,,
14,"Lipidi animali, g",0.0,02,342,,
15,"Lipidi vegetali, g",0.1,02,342,,
16,"Colesterolo, mg",0,02,342,,
17,"Carboidrati disponibili (MSE), g",1.8,02,342,,
18,"Amido (MSE), g",0.0,02,342,,
19,"Carboidrati solubili (MSE), g",1.8,02,342,,
20,"Fibra alimentare totale, g",1.3,02,342,,
21,"Alcol, g",0.0,02,342,,
22,"Acqua, g",95.6,02,342,,
23,MINERALI ed ELEMENTI IN TRACCIA,,,,,
24,"Ferro, mg",0.9,02,342,,
25,"Calcio, mg",39,02,342,,
26,"Sodio, mg",59,02,342,,
27,"Potassio, mg",240,02,342,,
28,"Fosforo, mg",29,02,342,,
29,"Zinco, mg",0.09,03,6052,,RIPR Zn=0.1mg acqua=95g
30,VITAMINE IDROSOLUBILI,,,,,
31,"Vitamina B1, Tiamina, mg",0.03,02,342,,
32,"Vitamina B2, Riboflavina, mg",0.02,02,342,,
33,"Vitamina C, mg",18,02,342,,
34,"Niacina, mg",0.40,02,342,,
35,"Vitamina B6, mg",0.07,09,330,,non RIPR acqua=95.4g
36,"Folati totali, µg",38,09,330,,non RIPR acqua=95.4g
37,VITAMINE LIPOSOLUBILI,,,,,
38,Retinolo equivalente,,,,,
39,"Retinolo eq. (RE), µg",tr,02,342,,
40,"Retinolo, µg",0,02,342,,
41,"ß-carotene eq., µg",tr,02,342,,CALC
42,"Vitamina E (ATE), mg",0.00,09,330,,non RIPR acqua=95.4g
43,"Vitamina D, µg",0.00,09,330,,non RIPR acqua=95.4g
44,ACIDI GRASSI,,,,,
45,"Acidi grassi saturi totali, g",0.03,21,11429,,sono stati utilizzati i valori degli acidi grassi senza ricalcoli perche' il contenuto di lipidi della voce 21/11429 (0.54g) e' troppo diverso dalla somma degli acidi grassi singoli
46,"Acidi grassi monoinsaturi totali, g",0.02,21,11429,,
47,"Acido oleico, g",0.02,21,11429,,
48,"Acidi grassi polinsaturi totali, g",0.05,21,11429,,
49,"Acido linoleico, g",0.02,21,11429,,
50,"Acido linolenico, g",0.03,21,11429,,
51,"Altri acidi grassi polinsaturi, g",0.00,86,,,
