,0,1,2,3,4,5
1,"Categoria merceologica: 1001 - tuberi, patate, fecola, preparati per gnocchi",,,,,
2,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
3,Contenuti in 100 g / unità,,,,,
4,COMPONENTI PRINCIPALI,,,,,
5,"Parte edibile, %",83,02,381,,
6,"Energia, ricalcolata, kJ",327,86,,,
7,"Energia, Ric con fibra, kJ",340,86,,,
8,"Energia, ricalcolata, kcal",77,86,,,
9,"Energia, Ric con fibra, kcal",80,86,,,
10,"Proteine totali, g",21,02,381,,
11,"Proteine animali, g",00,02,381,,
12,"Proteine vegetali, g",21,02,381,,
13,"Lipidi totali, g",01,87,381,,
14,"Lipidi animali, g",00,LZ,381,,
15,"Lipidi vegetali, g",01,87,381,,
16,"Colesterolo, mg",0,02,381,,
17,"Carboidrati disponibili (MSE), g",180,02,381,,
18,"Amido (MSE), g",176,D,381,,
19,"Carboidrati solubili (MSE), g",04,02,381,,
20,"Fibra alimentare totale, g",16,02,381,,
21,"Alcol, g",00,02,381,,
22,"Acqua, g",785,02,381,,
23,MINERALI ed ELEMENTI IN TRACCIA,,,,,
24,"Ferro, mg",06,02,381,,
25,"Calcio, mg",10,02,381,,
26,"Sodio, mg",7,02,381,,
27,"Potassio, mg",570,02,381,,
28,"Fosforo, mg",54,02,381,,
29,"Zinco, mg",027,03,4201,,RIPR Zn=0.3mg acqua=76g
30,VITAMINE IDROSOLUBILI,,,,,
31,"Vitamina B1, Tiamina, mg",010,02,381,,
32,"Vitamina B2, Riboflavina, mg",004,02,381,,
33,"Vitamina C, mg",15,02,381,,
34,"Niacina, mg",250,02,381,,
35,"Vitamina B6, mg",044,09,9,,per i nutrienti 09/9 non RIPR acqua=79g
36,"Folati totali, µg",35,09,9,,
37,VITAMINE LIPOSOLUBILI,,,,,
38,Retinolo equivalente,,,,,
39,"Retinolo eq. (RE), µg",3,02,381,,
40,"Retinolo, µg",0,02,381,,
41,"ß-carotene eq., µg",18,02,381,,CALC
42,"Vitamina E (ATE), mg",006,09,9,,
43,"Vitamina D, µg",000,02,381,,
44,ACIDI GRASSI,,,,,
45,"Acidi grassi saturi totali, g",019,05,3639,,CALC AG FC=0.8 saturi=23.2 18:1=1.9 mono=3.2 18:2=56.5 18:3=17.2 altri PUFA=0 PUFA=73.7
46,"Acidi grassi monoinsaturi totali, g",003,05,3639,,
47,"Acido oleico, g",002,05,3639,,
48,"Acidi grassi polinsaturi totali, g",059,05,3639,,
49,"Acido linoleico, g",045,05,3639,,
50,"Acido linolenico, g",014,05,3639,,
51,"Altri acidi grassi polinsaturi, g",000,86,,,
