,0,1,2,3,4,5
1,"Categoria merceologica: 1001 - tuberi, patate, fecola, preparati per gnocchi",,,,,
2,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
3,Contenuti in 100 g / unità,,,,,
4,COMPONENTI PRINCIPALI,,,,,
5,"Parte edibile, %",96,02,380,,
6,"Energia, ricalcolata, kJ",287,86,,,
7,"Energia, Ric con fibra, kJ",298,86,,,
8,"Energia, ricalcolata, kcal",67,86,,,
9,"Energia, Ric con fibra, kcal",70,86,,,
10,"Proteine totali, g",2.0,02,380,,
11,"Proteine animali, g",0.0,02,380,,
12,"Proteine vegetali, g",2.0,02,380,,
13,"Lipidi totali, g",0.0,02,380,,
14,"Lipidi animali, g",0.0,02,380,,
15,"Lipidi vegetali, g",0.0,02,380,,
16,"Colesterolo, mg",0,02,380,,
17,"Carboidrati disponibili (MSE), g",15.8,02,380,,
18,"Amido (MSE), g",15.6,D,,,
19,"Carboidrati solubili (MSE), g",0.2,02,380,,
20,"Fibra alimentare totale, g",1.4,02,380,,
21,"Alcol, g",0.0,02,380,,
22,"Acqua, g",81.9,02,380,,
23,MINERALI ed ELEMENTI IN TRACCIA,,,,,
24,"Ferro, mg",0.6,02,380,,
25,"Calcio, mg",10,02,380,,
26,"Sodio, mg",23,03,4202,,per i nutrienti 03/4202 RIPR acqua=79g Na=27mg
27,"Potassio, mg",367,03,4202,,K=310mg
28,"Fosforo, mg",54,02,380,,
29,"Zinco, mg",0.52,03,4202,,Zn=0.6mg
30,VITAMINE IDROSOLUBILI,,,,,
31,"Vitamina B1, Tiamina, mg",0.12,02,380,,
32,"Vitamina B2, Riboflavina, mg",0.03,02,380,,
33,"Vitamina C, mg",28,02,380,,
34,"Niacina, mg",2.40,02,380,,
35,"Vitamina B6, mg",0.44,09,1,,per i nutrienti 09/1 non RIPR Potatoes new acqua=81.7g
36,"Folati totali, µg",25,09,1,,
37,VITAMINE LIPOSOLUBILI,,,,,
38,Retinolo equivalente,,,,,
39,"Retinolo eq. (RE), µg",0,02,380,,
40,"Retinolo, µg",0,02,380,,
41,"ß-carotene eq., µg",0,02,380,,CALC
42,"Vitamina E (ATE), mg",0.06,09,1,,
43,"Vitamina D, µg",0.00,09,1,,
44,ACIDI GRASSI,,,,,
45,"Acidi grassi saturi totali, g",0.00,02,380,,Acidi grassi=0 quando lip=0
46,"Acidi grassi monoinsaturi totali, g",0.00,02,380,,
47,"Acido oleico, g",0.00,02,380,,
48,"Acidi grassi polinsaturi totali, g",0.00,02,380,,
49,"Acido linoleico, g",0.00,02,380,,
50,"Acido linolenico, g",0.00,02,380,,
51,"Altri acidi grassi polinsaturi, g",0.00,86,,,
