,0,1,2,3,4,5
1,Note Alimento: Pronta da cuocere (lo scarto e' costituito dalle ossa del busto),,,,,
2,"Categoria merceologica: 10050 - carne di volatili, pollo",,,,,
3,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
4,Contenuti in 100 g / unità,,,,,
5,COMPONENTI PRINCIPALI,,,,,
6,"Parte edibile, %",70,02,1089,,
7,"Energia, ricalcolata, kJ",1541,86,,,
8,"Energia, Ric con fibra, kJ",1541,86,,,
9,"Energia, ricalcolata, kcal",373,86,,,
10,"Energia, Ric con fibra, kcal",373,86,,,
11,"Proteine totali, g",15.8,02,1089,,
12,"Proteine animali, g",15.8,02,1089,,
13,"Proteine vegetali, g",0.0,02,1089,,
14,"Lipidi totali, g",34.4,02,1089,,
15,"Lipidi animali, g",34.4,02,1089,,
16,"Lipidi vegetali, g",0.0,02,1089,,
17,"Colesterolo, mg",80,T,375,6,"""Goose, raw, meat, fat and skin"" (nota MC: meat, fat and skin=0.66 of dressed carcase) acqua=50.2g, prot=16.5g, lip=32.8g"
18,"Carboidrati disponibili (MSE), g",0.0,02,1089,,
19,"Amido (MSE), g",0.0,02,1089,,
20,"Carboidrati solubili (MSE), g",0.0,02,1089,,
21,"Fibra alimentare totale, g",0.0,02,1089,,
22,"Alcol, g",0.0,02,1089,,
23,"Acqua, g",49.1,02,1089,,
24,MINERALI ed ELEMENTI IN TRACCIA,,,,,
25,"Ferro, mg",1.8,02,1089,,
26,"Calcio, mg",13,02,1089,,
27,"Sodio, mg",120,AA,106150,,
28,"Potassio, mg",406,AA,106150,,
29,"Fosforo, mg",197,02,1089,,
30,"Zinco, mg",1.70,T,375,6,
31,"Magnesio, mg",17,T,375,6,
32,"Rame, mg",0.14,T,375,6,
33,"Selenio, µg",14.0,AG,05146,6,"""Goose, meat and skin, raw"" acqua=49.66g, prot=15.86g, lip=33.62g"
34,"Cloro, mg",56,T,375,6,
35,"Iodio, µg",6,Y,6580,2,"""Broiler chicken, with skin"" acqua 69, prot 17,1, lip 13,4"
36,"Manganese, mg",tr,T,375,6,
37,"Zolfo, mg",140,Y,6580,2,
38,VITAMINE IDROSOLUBILI,,,,,
39,"Vitamina B1, Tiamina, mg",0.07,02,1089,,
40,"Vitamina B2, Riboflavina, mg",0.20,02,1089,,
41,"Vitamina C, mg",0,02,1089,,
42,"Niacina, mg",6.40,02,1089,,
43,"Vitamina B6, mg",0.35,T,375,6,
44,"Folati totali, µg",8,T,375,6,
45,"Acido pantotenico, mg",1.29,AG,05146,6,
46,"Biotina, µg",3.0,T,299,2,"""Whole chicken, corn fed dark meat"" acqua=72.5g, lip=7.2g, prot=19.5g"
47,"Vitamina B12, µg",2.0,T,375,6,
48,VITAMINE LIPOSOLUBILI,,,,,
49,Retinolo equivalente,,,,,
50,"Retinolo eq. (RE), µg",90,02,1089,,
51,"Retinolo, µg",90,02,1089,3B,"T/375 Retinol 17, Carotene tr"
52,"ß-carotene eq., µg",tr,02,1089,3B,
53,"Vitamina E (ATE), mg",0.05,T,299,2,
54,"Vitamina D, µg",0.50,T,299,2,
55,ACIDI GRASSI,,,,,
56,"Acidi grassi saturi totali, g",9.39,02,1089,,
57,"Somma degli acidi butirrico, caproico, caprilico e caprico, g",0.00,AA,106150,,
58,"Acido laurico, g",0.00,AA,106150,,
59,"Acido miristico, g",0.19,AA,106150,,
60,"Acido palmitico, g",7.41,AA,106150,,
61,"Acido stearico, g",1.79,AA,106150,,
62,"Acido arachidico, g",0.00,AA,106150,,
63,"Acido beenico, g",0.00,AA,106150,,
64,"Acidi grassi monoinsaturi totali, g",18.60,02,1089,,
65,"Acido miristoleico, g",0.00,AA,106150,,
66,"Acido palmitoleico, g",1.43,AA,106150,,
67,"Acido oleico, g",17.10,AA,106150,,
68,"Acidi eicosenoico, g",0.00,AA,106150,,
69,"Acido erucico, g",0.00,AA,106150,,
70,"Acidi grassi polinsaturi totali, g",4.12,02,1089,,
71,"Acido linoleico, g",3.93,02,1089,,
72,"Acido linolenico, g",0.19,02,1089,,
73,"Acido arachidonico, g",0.00,AA,106150,,
74,"Acido eicosapentaenoico (EPA), g",0.00,AA,106150,,
75,"Acido decosaesaenoico (DHA), g",0.00,AA,106150,,
76,"Altri acidi grassi polinsaturi, g",0.00,86,,,
77,AMINOACIDI,,,,,
78,"Triptofano, mg",206,BR,5146,3A,"Goose, domesticated, meat and skin, raw prot 15.86, Triptofano207, Treonina708, Isoleucina746, Leucina1330, Lisina1254, Metionina383, Cistina247, Fenilalanina665, Tirosina508, Valina777, Arginina987, Istidina442, Alanina977, Acido aspartico1426, Acido glutammico2358, Glicina1005, Prolina766, Serina632"
79,"Treonina, mg",705,BR,5146,3A,
80,"Isoleucina, mg",743,BR,5146,3A,
81,"Leucina, mg",1325,BR,5146,3A,
82,"Lisina, mg",1249,BR,5146,3A,
83,"Metionina, mg",382,BR,5146,3A,
84,"Cistina, mg",246,BR,5146,3A,
85,"Fenilalanina, mg",662,BR,5146,3A,
86,"Tirosina, mg",506,BR,5146,3A,
87,"Valina, mg",774,BR,5146,3A,
88,"Arginina, mg",983,BR,5146,3A,
89,"Istidina, mg",440,BR,5146,3A,
90,"Alanina, mg",973,BR,5146,3A,
91,"Acido aspartico, mg",1421,BR,5146,3A,
92,"Acido glutammico, mg",2349,BR,5146,3A,
93,"Glicina, mg",1001,BR,5146,3A,
94,"Prolina, mg",763,BR,5146,3A,
95,"Serina, mg",630,BR,5146,3A,
96,ZUCCHERI,,,,,
97,"Glucosio, g",0.0,02,1089,,
98,"Fruttosio, g",0.0,02,1089,,
99,"Galattosio, g",0.0,02,1089,,
100,"Saccarosio (MSE), g",0.0,02,1089,,
101,"Maltosio (MSE), g",0.0,02,1089,,
102,"Lattosio (MSE), g",0.0,02,1089,,
